date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2018-03-27,2454,12445408,4238582628,343.0,345.0,334.0,342.5,-4.5,9095
2018-03-28,2454,6476805,2177788815,338.0,341.5,333.0,333.0,-9.5,4538
2018-03-29,2454,6907204,2319100669,337.5,341.0,331.0,331.0,-2.0,4704
2018-03-30,2454,10060735,3444179400,339.0,346.5,338.5,340.0,9.0,6832
2018-03-31,2454,2089136,710858161,343.0,344.0,339.0,340.5,0.5,1595
2018-04-02,2454,3080504,1044401848,343.5,343.5,336.0,336.5,-4.0,2400
2018-04-03,2454,7879106,2591642804,333.5,334.0,326.5,328.0,-8.5,5223
2018-04-09,2454,6833784,2254810529,331.0,333.0,327.5,327.5,-0.5,4442
2018-04-10,2454,4664776,1533207133,330.0,331.0,326.0,327.0,-0.5,3158
2018-04-11,2454,9673560,3276658983,330.0,343.0,329.5,339.0,12.0,5731
2018-04-12,2454,5856142,1956379286,339.5,342.0,330.5,331.5,-7.5,4257
2018-04-13,2454,4800170,1614479520,335.0,338.0,334.0,336.0,4.5,3074
2018-04-16,2454,7929952,2709370382,340.0,346.0,338.5,342.0,6.0,4899
2018-04-17,2454,5928455,2014076745,345.0,345.0,336.0,340.0,-2.0,4011
2018-04-18,2454,29146106,10533810175,345.0,373.0,345.0,362.0,22.0,16649
2018-04-19,2454,18316689,6688416165,370.0,374.5,357.5,360.5,-1.5,10726
2018-04-20,2454,10760973,3824870968,357.0,362.0,351.0,354.5,-6.0,6048
2018-04-23,2454,8170123,2911181595,356.0,363.0,350.5,350.5,-4.0,5658
2018-04-24,2454,10638684,3619653249,352.0,354.0,330.0,341.5,-9.0,7539
2018-04-25,2454,7676548,2592094224,338.5,346.0,334.5,337.0,-4.5,5152
2018-04-26,2454,12585799,4183385670,341.0,344.5,321.0,323.5,-13.5,8400
2018-04-27,2454,8263068,2754050073,337.0,339.5,325.5,339.5,16.0,6059
2018-04-30,2454,10585708,3555601220,328.0,341.0,327.0,340.0,0.5,6560
2018-05-02,2454,9126980,3057254740,341.5,343.0,330.0,331.0,-9.0,5643
2018-05-03,2454,12988126,4144889072,328.0,329.0,312.0,320.0,-11.0,8795
2018-05-04,2454,6275448,2029315218,315.0,328.0,315.0,325.5,5.5,4269
2018-05-07,2454,7337344,2353204780,332.0,332.5,317.0,318.5,-7.0,5521
2018-05-08,2454,5086816,1649148200,319.0,326.0,319.0,325.0,6.5,3741
2018-05-09,2454,4855243,1592056447,325.5,330.5,322.5,328.0,3.0,3478
2018-05-10,2454,4831038,1591581711,328.0,331.5,326.0,329.5,1.5,2729
2018-05-11,2454,11336872,3655616336,329.5,330.5,317.0,319.5,-10.0,6141
2018-05-14,2454,5398227,1733270017,325.0,326.0,318.0,320.0,0.5,3892
2018-05-15,2454,3768594,1206626462,324.0,324.0,318.5,319.0,-1.0,2769
2018-05-16,2454,3594624,1145588680,320.0,322.0,315.0,319.0,0.0,2657
2018-05-17,2454,8766504,2723461981,318.5,318.5,307.0,310.0,-9.0,5677
2018-05-18,2454,5357335,1665111011,311.5,315.0,307.0,313.0,3.0,3646
2018-05-21,2454,3005338,946411308,315.5,317.0,313.5,314.0,1.0,2250
2018-05-22,2454,6695276,2131424596,315.0,322.0,313.0,320.5,6.5,4551
2018-05-23,2454,6587676,2109013187,323.0,323.0,317.5,320.0,-0.5,3893
2018-05-24,2454,4097555,1316904710,323.0,323.0,318.0,322.0,2.0,2629
2018-05-25,2454,4971678,1611594672,322.0,326.5,319.0,324.0,2.0,3328
2018-05-28,2454,3884905,1247808195,324.0,325.5,318.5,318.5,-5.5,2888
2018-05-29,2454,2389488,756471208,319.0,319.5,315.0,315.0,-3.5,1890
2018-05-30,2454,5019062,1561375974,312.5,313.5,310.0,310.0,-5.0,3541
2018-05-31,2454,10028970,3115230639,313.0,313.0,308.5,311.5,1.5,4437
2018-06-01,2454,3291068,1041189192,313.5,319.0,313.0,319.0,7.5,2601
2018-06-04,2454,9003494,2945547026,319.5,330.5,319.5,329.5,10.5,5632
2018-06-05,2454,4005678,1309186448,330.5,330.5,324.5,325.0,-4.5,2703
2018-06-06,2454,5500800,1822798000,329.5,334.0,327.0,331.0,6.0,3798
2018-06-07,2454,3642395,1202086533,331.0,332.0,328.0,331.0,0.0,2542
2018-06-08,2454,3846689,1264655512,329.0,330.0,326.5,330.0,-1.0,2277
2018-06-11,2454,5830621,1937420550,331.0,334.5,330.5,332.5,2.5,2209
2018-06-12,2454,3972024,1291982460,329.0,330.5,323.0,324.0,-8.5,2832
2018-06-13,2454,3639873,1172683566,322.5,326.0,320.5,320.5,-3.5,2847
2018-06-14,2454,3938428,1253631998,320.0,322.5,315.0,315.0,-5.5,2635
2018-06-15,2454,5146049,1623103533,316.0,318.5,312.5,315.0,0.0,2531
2018-06-19,2454,4698793,1471989209,311.5,318.0,311.0,312.0,-3.0,3143
2018-06-20,2454,5656714,1756514428,312.0,313.0,309.0,310.0,-2.0,3626
2018-06-21,2454,3846807,1200868205,312.0,313.5,310.5,312.0,2.0,2384
2018-06-22,2454,3055482,946277366,310.0,311.0,308.0,310.5,-1.5,1953
2018-06-25,2454,2955202,914297120,307.0,311.0,307.0,310.0,-0.5,1758
2018-06-26,2454,10965073,3273899254,305.0,305.5,293.0,296.5,-13.5,7162
2018-06-27,2454,6511777,1938129379,297.0,302.0,296.0,296.5,0.0,4582
2018-06-28,2454,4398790,1299489420,295.0,299.0,292.0,297.0,0.5,3321
2018-06-29,2454,4915252,1475236967,298.5,302.0,298.5,300.0,3.0,3372
2018-07-02,2454,5740591,1760190346,301.0,312.5,301.0,305.0,5.0,4377
2018-07-03,2454,3870712,1184177660,305.0,309.0,303.0,304.5,-0.5,2872
2018-07-04,2454,3724168,1123543900,303.5,306.5,297.0,298.0,-6.5,2668
2018-07-05,2454,9900612,2836080144,295.0,295.0,280.5,281.5,-16.5,6996
2018-07-06,2454,9758208,2784490196,282.0,288.0,282.0,285.0,3.5,5676
2018-07-09,2454,7374647,2027096778,278.0,279.5,271.0,272.5,0.0,4583
2018-07-10,2454,4904871,1362518190,274.5,280.0,274.0,280.0,7.5,3345
2018-07-11,2454,3684846,1015965751,277.0,278.5,273.5,276.0,-4.0,2643
2018-07-12,2454,4540240,1279941160,276.0,285.0,276.0,283.0,7.0,3322
2018-07-13,2454,3578038,1018138368,281.5,286.0,281.0,285.0,2.0,2540
2018-07-16,2454,1934940,550236400,285.0,286.5,282.5,282.5,-2.5,1365
2018-07-17,2454,3209658,916487509,283.0,287.5,283.0,285.5,3.0,2274
2018-07-18,2454,5334897,1517803064,287.0,288.5,281.0,281.0,-4.5,4014
2018-07-19,2454,3739955,1059742140,283.5,284.5,281.5,284.0,3.0,1731
2018-07-20,2454,4735839,1332397609,282.0,284.0,280.0,280.0,-4.0,2255
2018-07-23,2454,10295269,2807183937,278.5,278.5,271.0,271.5,-8.5,6856
2018-07-24,2454,18771099,4861250740,270.0,270.0,254.0,255.0,-16.5,12278
2018-07-25,2454,8034621,2091192065,255.0,264.0,254.0,262.5,7.5,5721
2018-07-26,2454,6743232,1761316480,259.0,263.0,259.0,263.0,0.5,4108
2018-07-27,2454,8246218,2211411430,263.0,271.5,263.0,267.5,4.5,4487
2018-07-30,2454,6557869,1712969223,263.5,265.0,258.5,260.0,-7.5,4464
2018-07-31,2454,13736789,3475740444,256.0,257.0,250.0,254.0,-6.0,7555
2018-08-01,2454,16149338,4377632250,265.0,277.5,265.0,275.0,21.0,10555
2018-08-02,2454,9306991,2538540211,276.0,277.0,269.0,269.0,-6.0,5612
2018-08-03,2454,6376440,1737968101,272.0,274.0,271.0,274.0,5.0,2818
2018-08-06,2454,2324777,633361621,273.5,274.0,270.0,273.0,-1.0,1591
2018-08-07,2454,5438603,1500245558,273.0,278.0,271.5,275.5,2.5,3378
2018-08-08,2454,4605097,1276059906,277.0,278.0,275.0,277.5,2.0,3015
2018-08-09,2454,3355805,922400769,276.0,276.5,272.0,275.0,-2.5,2282
2018-08-10,2454,2071377,569773832,272.5,276.5,272.5,274.5,-0.5,1461
2018-08-13,2454,5137482,1352335230,265.0,268.5,258.0,263.5,-11.0,3965
2018-08-14,2454,2505500,664664243,263.5,267.0,263.5,265.0,1.5,1979
2018-08-15,2454,2362251,617604011,263.5,264.0,260.0,260.0,-5.0,2068
2018-08-16,2454,12955116,3228868120,250.0,253.0,246.0,247.5,-12.5,8579
2018-08-17,2454,7904316,1959972699,250.5,252.5,246.0,247.0,-0.5,5696
2018-08-20,2454,5129423,1264730904,249.5,249.5,244.0,247.0,0.0,3526
2018-08-21,2454,3896372,958080284,246.0,247.0,245.0,245.5,-1.5,2837
2018-08-22,2454,6912322,1708406356,247.0,249.5,244.0,247.5,2.0,3807
2018-08-23,2454,5206562,1308206310,248.0,253.0,248.0,253.0,5.5,3115
2018-08-24,2454,2873118,716841736,253.0,253.0,247.0,250.0,-3.0,2104
2018-08-27,2454,3303194,816104824,248.5,249.0,245.5,247.5,-2.5,2334
2018-08-28,2454,10744025,2710160475,247.5,256.0,247.5,252.0,4.5,5662
2018-08-29,2454,5486321,1400257676,254.5,256.5,253.0,256.0,4.0,3437
2018-08-30,2454,4274480,1097281860,257.0,258.5,255.0,256.0,0.0,2868
2018-08-31,2454,6027520,1514129310,255.0,255.0,248.5,251.5,-4.5,2967
2018-09-03,2454,3759530,941178520,252.5,253.0,249.0,249.5,-2.0,1911
2018-09-04,2454,4155461,1052235516,250.0,255.0,250.0,253.5,4.0,2455
2018-09-05,2454,5658310,1438867385,253.5,256.0,252.0,254.0,0.5,2232
2018-09-06,2454,4832939,1231300865,252.5,257.0,250.0,255.0,1.0,2826
2018-09-07,2454,6905361,1723106209,253.0,254.5,245.5,248.0,-7.0,4315
2018-09-10,2454,8970148,2193348260,249.0,251.0,238.0,242.5,-5.5,4666
2018-09-11,2454,5581726,1359517395,246.0,247.0,241.0,244.0,1.5,3612
2018-09-12,2454,3333026,812170844,246.5,246.5,242.0,244.0,0.0,2629
2018-09-13,2454,3492346,851245237,245.5,245.5,242.0,242.0,-2.0,2298
2018-09-14,2454,3522752,862165992,244.5,246.5,243.0,245.5,3.5,2656
2018-09-17,2454,1762951,429209215,244.0,245.0,242.0,243.5,-2.0,1396
2018-09-18,2454,3198033,783025835,243.0,246.5,243.0,244.5,1.0,2424
2018-09-19,2454,3748889,919652194,246.5,248.5,243.0,245.0,0.5,2533
2018-09-20,2454,5312721,1274677040,243.5,245.0,237.5,238.0,-7.0,3910
2018-09-21,2454,5338227,1294611062,241.5,244.0,240.5,243.0,5.0,2505
2018-09-25,2454,2855605,693998865,241.0,244.0,241.0,243.5,0.5,1558
2018-09-26,2454,3087089,749582127,244.5,245.0,241.0,241.5,-2.0,1835
2018-09-27,2454,2935735,706952870,241.0,242.0,239.0,241.5,0.0,1994
2018-09-28,2454,6198255,1519371850,244.5,246.5,243.0,246.5,5.0,3249
2018-10-01,2454,5081741,1270421189,248.5,252.0,248.5,250.0,3.5,2871
2018-10-02,2454,12269236,3011263156,250.0,251.0,243.0,245.0,-5.0,4045
2018-10-03,2454,4459111,1085211970,245.5,246.5,241.0,246.0,1.0,2092
2018-10-04,2454,5522030,1342928452,248.0,248.0,242.0,242.0,-4.0,2860
2018-10-05,2454,9432507,2229811886,240.0,241.0,232.5,234.5,-7.5,5325
2018-10-08,2454,7119698,1665116439,234.5,235.5,232.5,233.5,-1.0,2975
2018-10-09,2454,6597219,1520567020,234.0,234.5,228.5,228.5,-5.0,3123
2018-10-11,2454,18592317,3875921696,207.5,210.5,207.0,210.5,-18.0,9016
2018-10-12,2454,7413236,1608345392,210.0,221.0,210.0,220.0,9.5,4611
2018-10-15,2454,7507028,1664516555,218.5,226.5,216.0,221.0,1.0,4284
2018-10-16,2454,3703987,830340588,222.5,227.0,222.0,222.0,1.0,2393
2018-10-17,2454,3778048,850015371,225.5,226.5,224.0,224.5,2.5,2040
2018-10-18,2454,2588243,583793147,225.0,227.0,224.0,225.0,0.5,1833
2018-10-19,2454,3881788,857651300,221.5,222.5,218.5,222.5,-2.5,2531
2018-10-22,2454,2304109,510839198,220.5,224.0,220.0,221.5,-1.0,1623
2018-10-23,2454,3750442,813843972,220.0,222.0,214.0,214.0,-7.5,2876
2018-10-24,2454,5893975,1241584625,212.0,216.0,206.0,214.0,0.0,4332
2018-10-25,2454,7491358,1570280845,207.5,212.0,206.0,210.0,-4.0,5052
2018-10-26,2454,8769095,1790204285,212.0,213.5,200.5,202.0,-8.0,5995
2018-10-29,2454,7244609,1473119608,206.0,208.0,199.5,208.0,6.0,4067
2018-10-30,2454,5275023,1099501150,209.0,212.0,206.0,207.0,-1.0,2550
2018-10-31,2454,10262937,2247970325,212.0,227.5,211.0,227.5,20.5,6203
2018-11-01,2454,9447080,2116661855,227.0,229.0,218.5,223.5,-4.0,6223
2018-11-02,2454,7310536,1662872172,226.5,230.5,224.5,227.5,4.0,4944
2018-11-05,2454,4237811,962584530,225.5,230.0,224.0,230.0,2.5,2890
2018-11-06,2454,5869560,1362477300,233.5,238.0,226.5,230.0,0.0,3897
2018-11-07,2454,3698354,864450190,230.0,236.0,230.0,235.0,5.0,2526
2018-11-08,2454,3951731,930600285,239.0,240.0,233.0,235.0,0.0,2436
2018-11-09,2454,4588760,1051158040,234.5,234.5,226.5,228.5,-6.5,3007
2018-11-12,2454,5490588,1278727842,228.0,235.5,227.0,234.5,6.0,3026
2018-11-13,2454,4337995,996457340,227.5,234.0,226.5,231.0,-3.5,3002
2018-11-14,2454,2607260,602412800,231.0,233.0,229.0,230.0,-1.0,1885
2018-11-15,2454,3910993,905920872,231.5,235.0,229.5,231.5,1.5,1955
2018-11-16,2454,8593017,1918466774,225.0,228.0,220.0,220.0,-11.5,6060
2018-11-19,2454,4529006,1003762163,222.0,225.0,220.0,223.5,3.5,2503
2018-11-20,2454,4366250,972768000,222.5,225.5,220.5,225.0,1.5,2022
2018-11-21,2454,3605281,802149444,223.0,224.5,220.0,223.0,-2.0,2712
2018-11-22,2454,2429076,541747727,223.5,225.0,222.0,222.5,-0.5,1730
2018-11-23,2454,1501480,334604275,224.0,224.0,222.0,222.0,-0.5,1261
2018-11-26,2454,5138404,1166405306,224.0,230.5,223.0,228.0,6.0,2826
2018-11-27,2454,3222824,738320668,228.0,232.0,225.0,232.0,4.0,2446
2018-11-28,2454,4001176,937372036,232.0,236.5,231.0,236.5,4.5,2995
2018-11-29,2454,4823111,1136152863,240.0,241.5,231.5,231.5,-5.0,3555
2018-11-30,2454,6754593,1595072968,233.0,238.0,231.0,237.5,6.0,3418
2018-12-03,2454,7644178,1873734039,243.0,247.0,242.5,245.5,8.0,4199
2018-12-04,2454,10166331,2544509507,248.0,252.5,245.0,252.0,6.5,6078
2018-12-05,2454,4879496,1197233303,246.5,247.0,244.0,244.5,-7.5,3190
2018-12-06,2454,8345167,1949126791,239.0,239.5,229.0,229.5,-15.0,5200
2018-12-07,2454,4682911,1098891125,233.5,236.5,232.5,233.5,4.0,2815
2018-12-10,2454,3099071,713859401,229.5,234.0,228.0,229.0,-4.5,2188
2018-12-11,2454,2710930,617690970,227.0,229.5,226.0,228.0,-1.0,1667
2018-12-12,2454,3454665,805311411,231.5,235.0,230.0,233.0,5.0,1879
2018-12-13,2454,4468290,1055623660,233.5,238.0,233.5,237.5,4.5,1819
2018-12-14,2454,3433139,811925804,239.0,240.0,233.0,236.0,-1.5,2512
2018-12-17,2454,2744768,647453393,239.0,239.0,234.0,235.0,-1.0,1474
2018-12-18,2454,2413231,566781162,234.0,236.5,233.5,234.5,-0.5,1489
2018-12-19,2454,2712347,636109698,232.5,236.0,232.5,236.0,1.5,1752
2018-12-20,2454,9042120,2049881661,229.5,231.0,223.5,225.0,-11.0,5840
2018-12-21,2454,5269734,1177829400,224.0,226.0,221.5,223.5,-1.5,2560
2018-12-22,2454,923087,205274436,223.0,223.5,221.5,223.0,-0.5,860
2018-12-24,2454,1674367,375607809,223.5,225.5,222.5,225.0,2.0,1173
2018-12-25,2454,1528188,337471318,221.0,222.0,219.0,221.0,-4.0,1229
2018-12-26,2454,897303,198854106,222.0,223.5,220.0,220.0,-1.0,793
2018-12-27,2454,2969386,668855350,224.5,227.0,223.0,225.0,5.0,2189
2018-12-28,2454,3415320,774673074,223.5,229.5,223.5,229.5,4.5,1904
2019-01-02,2454,4284014,957735608,229.5,229.5,220.5,220.5,-9.0,2864
2019-01-03,2454,3718829,831122104,224.0,226.0,221.0,223.5,3.0,2430
2019-01-04,2454,6492944,1404926350,218.5,218.5,213.5,217.0,-6.5,3607
2019-01-07,2454,7008819,1538049578,221.0,221.5,217.5,219.0,2.0,3394
2019-01-08,2454,4626012,1022088672,221.0,222.5,218.5,222.0,3.0,2372
2019-01-09,2454,8817353,2009865778,225.5,231.5,224.0,226.0,4.0,5701
2019-01-10,2454,2881535,650010667,226.0,228.0,223.0,226.0,0.0,1898
2019-01-11,2454,2023139,460067553,227.0,229.0,226.0,227.5,1.5,1555
2019-01-14,2454,4203075,974791848,231.5,234.0,230.0,231.5,4.0,3103
2019-01-15,2454,4945299,1149987297,233.5,233.5,231.5,233.0,1.5,2545
2019-01-16,2454,4464761,1051292342,233.0,238.0,232.0,237.0,4.0,3007
2019-01-17,2454,3010704,712239855,237.5,239.0,234.5,237.0,0.0,2133
2019-01-18,2454,6656676,1615966586,239.5,244.5,239.0,244.0,7.0,4776
2019-01-21,2454,4439388,1093095336,247.0,249.0,243.5,244.5,0.5,3084
2019-01-22,2454,4435260,1082602920,246.5,248.0,241.0,242.0,-2.5,3091
2019-01-23,2454,3064991,733919331,240.5,241.0,237.0,241.0,-1.0,2323
2019-01-24,2454,6357578,1560450304,242.5,248.0,242.0,244.5,3.5,4181
2019-01-25,2454,6402195,1587318360,246.5,249.5,245.0,248.0,3.5,4083
2019-01-28,2454,4014061,994715632,247.5,249.0,246.5,248.5,0.5,2651
2019-01-29,2454,4277832,1048432080,245.0,248.0,244.0,245.5,-3.0,2777
2019-01-30,2454,5074048,1234144712,245.5,245.5,241.5,243.0,-2.5,2702
2019-02-11,2454,19458668,4923171176,252.5,259.5,249.5,259.5,16.5,10633
2019-02-12,2454,6519205,1681211296,257.0,259.5,256.0,257.5,-2.0,3933
2019-02-13,2454,5523900,1431583629,259.5,261.5,256.5,259.0,1.5,3694
2019-02-14,2454,3051493,782840208,257.0,259.0,255.5,255.5,-3.5,2343
2019-02-15,2454,4364578,1105758156,254.5,258.0,250.5,252.0,-3.5,3147
2019-02-18,2454,3795721,960792750,254.5,254.5,251.0,253.5,1.5,2350
2019-02-19,2454,3647988,914308465,252.0,252.5,249.0,250.0,-3.5,2649
2019-02-20,2454,8261067,2109861247,251.5,258.0,251.5,255.5,5.5,5197
2019-02-21,2454,6240313,1607105271,254.0,259.5,253.5,259.0,3.5,4655
2019-02-22,2454,16461969,4356063816,260.0,271.0,259.5,264.0,5.0,10724
2019-02-25,2454,20311509,5658723721,271.0,282.5,270.5,282.5,18.5,12863
2019-02-26,2454,15256458,4329913582,283.5,293.0,276.5,276.5,-6.0,11226
2019-02-27,2454,9345510,2602844800,280.0,282.0,274.0,280.0,3.5,6159
2019-03-04,2454,7996170,2234604080,280.0,283.5,277.0,277.0,-3.0,5500
2019-03-05,2454,5726149,1577295475,275.5,279.0,272.0,273.0,-4.0,4023
2019-03-06,2454,9173054,2564614620,274.0,281.5,274.0,280.0,7.0,6230
2019-03-07,2454,4456436,1227394400,277.5,279.0,272.5,274.0,-6.0,3545
2019-03-08,2454,7692720,2066115334,270.0,271.5,266.0,267.5,-6.5,5142
2019-03-11,2454,3485628,942557863,267.5,272.5,267.5,270.0,2.5,2589
2019-03-12,2454,4929135,1345388138,274.5,276.0,270.0,270.5,0.5,3663
2019-03-13,2454,2627183,713284959,270.0,273.5,269.0,273.0,2.5,2056
2019-03-14,2454,4932937,1352816255,272.0,278.0,271.5,272.5,-0.5,3604
2019-03-15,2454,4556807,1255091039,274.0,277.0,273.5,276.0,3.5,2895
2019-03-18,2454,4328819,1205148682,280.0,281.5,276.0,278.0,2.0,3158
2019-03-19,2454,5706614,1565688758,276.5,277.0,272.0,275.5,-2.5,3544
2019-03-20,2454,3167594,868253534,275.5,275.5,273.0,274.5,-1.0,2385
2019-03-21,2454,4761736,1319015608,274.5,279.5,274.5,277.5,3.0,3111
2019-03-22,2454,13915848,3939989615,280.0,286.0,279.0,284.0,6.5,8403
2019-03-25,2454,5459643,1514103611,276.5,279.0,276.0,276.5,-7.5,3793
2019-03-26,2454,3638168,1019087708,279.0,281.5,278.5,281.0,4.5,2911
2019-03-27,2454,2680720,749341731,280.0,280.5,278.0,279.5,-1.5,2084
2019-03-28,2454,4616705,1291581990,278.5,283.5,276.5,276.5,-3.0,3278
2019-03-29,2454,5880432,1648894090,279.0,282.5,277.0,282.5,6.0,3352
2019-04-01,2454,7480601,2133322664,284.5,287.0,284.0,285.5,3.0,4848
2019-04-02,2454,9761324,2831145136,290.0,291.5,288.0,290.5,5.0,6579
2019-04-03,2454,6655692,1930546180,289.5,291.5,287.0,290.5,0.0,4800
2019-04-08,2454,8345644,2442714977,289.0,294.5,289.0,294.5,4.0,5804
2019-04-09,2454,10051612,2967556306,294.0,300.0,291.0,299.5,5.0,6094
2019-04-10,2454,13100630,3953065900,300.0,304.5,298.0,300.0,0.5,7486
2019-04-11,2454,13327619,3941853535,298.0,303.0,291.0,291.5,-8.5,8464
2019-04-12,2454,6379713,1877348747,294.0,297.0,292.0,293.5,2.0,4862
2019-04-15,2454,7199887,2142582665,298.0,299.0,295.5,296.5,3.0,4784
2019-04-16,2454,8003479,2396123221,299.0,301.5,297.5,300.0,3.5,4509
2019-04-17,2454,19673897,5717401233,294.5,299.0,287.5,288.5,-11.5,12856
2019-04-18,2454,11586481,3370949109,289.5,293.5,289.0,291.0,2.5,7048
2019-04-19,2454,5029798,1464296920,293.5,294.0,288.5,290.0,-1.0,2572
2019-04-22,2454,3197270,930828530,292.0,293.5,288.5,289.0,-1.0,2081
2019-04-23,2454,4918551,1414604290,290.5,290.5,285.0,290.0,1.0,3422
2019-04-24,2454,3863399,1119816210,292.0,292.0,287.0,289.5,-0.5,2668
2019-04-25,2454,3703193,1068998663,289.5,291.0,286.0,288.0,-1.5,2623
2019-04-26,2454,3850978,1106347620,286.0,290.0,283.5,290.0,2.0,2431
2019-04-29,2454,4352363,1255914347,289.5,291.5,286.5,287.5,-2.5,2641
2019-04-30,2454,9104796,2657776840,290.0,295.5,287.0,295.5,8.0,5378
2019-05-02,2454,22384303,6781260499,307.5,307.5,298.0,298.0,2.5,12700
2019-05-03,2454,18705013,5738419004,304.0,310.0,301.0,309.0,11.0,11188
2019-05-06,2454,12433296,3780714653,304.0,306.0,301.0,306.0,-3.0,7125
2019-05-07,2454,12499811,3882133910,309.0,313.0,307.0,311.0,5.0,7291
2019-05-08,2454,9896385,3055637965,308.0,311.0,304.5,310.0,-1.0,5243
2019-05-09,2454,9566606,2919252906,311.0,314.0,300.0,300.0,-10.0,6385
2019-05-10,2454,7160414,2144997563,303.0,305.5,293.0,298.5,-1.5,4831
2019-05-13,2454,8021402,2325871374,300.0,300.0,285.5,286.5,-12.0,5980
